"","Retailer_country","Order_method_type","Retailer_type","Product_line","Product_type","Product","Year","Quarter","Revenue","Quantity","Gross_margin","pred"
"55371","Denmark","Web","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q3 2013",8941.4,260,0.5457982,8873.05366691047
"55473","Denmark","Web","Outdoors Shop","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q3 2013",8446.08,212,0.50401606,8473.0615054463
"55498","Denmark","Web","Outdoors Shop","Personal Accessories","Eyewear","Maximus",2013,"Q3 2013",8352,96,0.48678161,8349.04460309058
"55563","Finland","Web","Golf Shop","Personal Accessories","Watches","TX",2013,"Q3 2013",8800,44,0.45013636,8617.03121288749
"55667","Finland","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sun",2013,"Q3 2013",8248.34,137,0.56566412,8447.9999233068
"55672","Finland","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q3 2013",8859.52,109,0.50787402,8709.9081735783
"55928","France","Telephone","Warehouse Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q3 2013",8245.8,90,0.42152368,8511.50255412535
"55951","France","Web","Golf Shop","Personal Accessories","Binoculars","Opera Vision",2013,"Q3 2013",8910,81,0.54287879,8724.99332203839
"55996","France","Web","Department Store","Personal Accessories","Watches","Mountain Man Digital",2013,"Q3 2013",8370.58,204,0.51257858,8361.37472630405
"56234","France","Web","Eyewear Store","Personal Accessories","Eyewear","Bella",2013,"Q3 2013",8640,128,0.46488889,8758.01915824817
"56396","Germany","Telephone","Eyewear Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q3 2013",8795.52,96,0.42152368,8684.42197502571
"56400","Germany","E-mail","Department Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q3 2013",8844.48,222,0.50401606,8761.26054028024
"56446","Germany","E-mail","Sports Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q3 2013",8612.28,94,0.42152368,8626.78216805892
"56470","Germany","Web","Golf Shop","Personal Accessories","Watches","Lux",2013,"Q3 2013",8800.4,49,0.47060134,8473.69294832604
"56635","Germany","Web","Equipment Rental Store","Camping Equipment","Lanterns","Firefly 2",2013,"Q3 2013",8648.92,316,0.39093898,8626.6677801849
"56705","Germany","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q3 2013",8669.46,31,0.58453122,8630.28052353856
"56761","Germany","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q3 2013",8288.5,79,0.52639078,8504.86903003456
"56892","Switzerland","Web","Golf Shop","Personal Accessories","Watches","Kodiak",2013,"Q3 2013",8383.8,62,0.47543596,8508.53300672195
"56899","Switzerland","Web","Golf Shop","Personal Accessories","Eyewear","Fairway",2013,"Q3 2013",8390.4,398,0.40938334,8423.4594515485
"56932","Switzerland","Web","Department Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q3 2013",8950.61,227,0.49885874,8884.79569443745
"56959","Switzerland","Web","Department Store","Personal Accessories","Eyewear","Trendi",2013,"Q3 2013",8852.8,176,0.40641605,8823.27654205043
"57004","Switzerland","Web","Equipment Rental Store","Camping Equipment","Lanterns","Firefly 2",2013,"Q3 2013",8949.99,327,0.39093898,8943.68671850223
"57174","Switzerland","Sales visit","Department Store","Camping Equipment","Sleeping Bags","Hibernator Pad",2013,"Q3 2013",8990.04,228,0.49885874,8877.09284117904
"57422","United Kingdom","Web","Direct Marketing","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q3 2013",8485.84,246,0.54718449,8475.10272849318
"57456","United Kingdom","Web","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q3 2013",8371.84,103,0.50787402,8536.98875267794
"57536","United Kingdom","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Ice",2013,"Q3 2013",8662.5,81,0.53536623,8598.29766030876
"57610","United Kingdom","Web","Eyewear Store","Personal Accessories","Binoculars","Ranger Vision",2013,"Q3 2013",8432.8,50,0.51570534,8611.54758640462
"57844","Belgium","Web","Department Store","Personal Accessories","Knives","Bear Edge",2013,"Q3 2013",8259.68,208,0.40745404,8358.13405375489
"58008","Belgium","Web","Eyewear Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q3 2013",8978.76,98,0.42152368,8742.0617819925
"58075","Belgium","Web","Sports Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q3 2013",8703.9,95,0.42152368,8655.60207154231
"58146","Belgium","Sales visit","Outdoors Shop","Personal Accessories","Knives","Bear Edge",2013,"Q3 2013",8895.04,224,0.40745404,8782.72975274738
"58149","Belgium","Sales visit","Outdoors Shop","Personal Accessories","Binoculars","Seeker Mini",2013,"Q3 2013",8371.84,103,0.50787402,8500.46599593614
"58250","Austria","Web","Department Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q3 2013",8612.28,94,0.42152368,8626.78216805892
"58439","Austria","Sales visit","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q3 2013",8494.33,247,0.5457982,8461.87216488456
"58591","Italy","E-mail","Sports Store","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q3 2013",8949.12,32,0.58453122,8659.10042702195
"58690","Italy","Web","Department Store","Personal Accessories","Watches","Zodiak",2013,"Q3 2013",8431.5,77,0.42429224,8597.01624331731
"58747","Italy","Web","Warehouse Store","Camping Equipment","Tents","Star Gazer 6",2013,"Q3 2013",8318.8,10,0.41097274,8347.69601995897
"58792","Italy","Web","Outdoors Shop","Camping Equipment","Tents","Star Gazer 6",2013,"Q3 2013",8318.8,10,0.41097274,8347.69601995897
"58914","Italy","Web","Sports Store","Personal Accessories","Watches","Kodiak",2013,"Q3 2013",8271.1,63,0.46145495,8481.60485338935
"59395","United States","Web","Golf Shop","Personal Accessories","Binoculars","Opera Vision",2013,"Q4 2013",8800,80,0.54336364,8715.62866049894
"59623","United States","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Extreme",2013,"Q4 2013",8582.16,60,0.4931346,8600.5622362158
"59875","United States","Sales visit","Outdoors Shop","Personal Accessories","Eyewear","Polar Wave",2013,"Q4 2013",8510.18,89,0.56996444,8491.34019721152
"59896","United States","Sales visit","Eyewear Store","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q4 2013",8478,30,0.5888535,8599.69452237004
"60002","Canada","E-mail","Outdoors Shop","Personal Accessories","Eyewear","Polar Ice",2013,"Q4 2013",8815.4,84,0.52651496,8666.9856492574
"60573","Mexico","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q4 2013",8521.7,110,0.49657932,8570.05259526266
"60848","Brazil","Web","Department Store","Personal Accessories","Eyewear","Hawk Eye",2013,"Q4 2013",8518.25,199,0.41700349,8367.10777206865
"60857","Brazil","Web","Department Store","Personal Accessories","Binoculars","Ranger Vision",2013,"Q4 2013",8542.5,51,0.53319403,8727.62405937625
"61016","Brazil","Web","Sports Store","Camping Equipment","Lanterns","Firefly 2",2013,"Q4 2013",8293.11,303,0.39093898,8269.53097979772
"61398","Japan","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q4 2013",8239,77,0.53560748,8501.5019545857
"61612","Singapore","Web","Department Store","Personal Accessories","Watches","Mountain Man Digital",2013,"Q4 2013",8686.14,213,0.50956351,8626.25347414576
"61622","Singapore","Web","Department Store","Personal Accessories","Watches","Kodiak",2013,"Q4 2013",8860.3,67,0.46655079,8634.72562934689
"61865","Korea","Web","Golf Shop","Personal Accessories","Watches","Legend",2013,"Q4 2013",8646.4,32,0.44441155,8687.22743934902
"61866","Korea","Web","Golf Shop","Personal Accessories","Watches","Zodiak",2013,"Q4 2013",8431.5,77,0.42465753,8615.99475019899
"61930","Korea","Web","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q4 2013",8425.55,245,0.5457982,8458.27705955651
"61969","Korea","Web","Department Store","Personal Accessories","Eyewear","Polar Extreme",2013,"Q4 2013",8295.94,58,0.49312555,8542.88634316409
"62491","Australia","Telephone","Department Store","Personal Accessories","Eyewear","Polar Sun",2013,"Q4 2013",8250.7,138,0.56261893,8482.19934241088
"62568","Australia","Web","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q4 2013",8211.82,106,0.49657932,8454.77298132909
"62803","Netherlands","Mail","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2013,"Q4 2013",8883.38,62,0.49399891,8661.64840385228
"63125","Netherlands","Web","Sports Store","Personal Accessories","Eyewear","Retro",2013,"Q4 2013",8583.05,137,0.45758326,8635.974787587
"63163","Netherlands","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2013,"Q4 2013",8391.7,155,0.44052457,8299.22474322695
"63333","Sweden","Web","Outdoors Shop","Personal Accessories","Knives","Max Gizmo",2013,"Q4 2013",8913.3,219,0.53828661,8604.40515310749
"63357","Sweden","Web","Eyewear Store","Personal Accessories","Knives","Max Gizmo",2013,"Q4 2013",8895.5,220,0.53795515,8631.90338877774
"63437","Sweden","Sales visit","Sports Store","Camping Equipment","Lanterns","Firefly 2",2013,"Q4 2013",8949.99,327,0.39093898,8924.68590665735
"63459","Denmark","Web","Golf Shop","Personal Accessories","Watches","Venue",2013,"Q4 2013",8468,116,0.42630137,8607.60282937895
"63462","Denmark","Web","Golf Shop","Personal Accessories","Watches","Sam",2013,"Q4 2013",8419.4,178,0.40049885,8398.25427610173
"63530","Denmark","Web","Department Store","Personal Accessories","Knives","Bear Survival Edge",2013,"Q4 2013",8680.32,99,0.46395985,8588.11569721806
"63658","Denmark","Web","Sports Store","Personal Accessories","Watches","Kodiak",2013,"Q4 2013",8898.5,65,0.48020453,8631.52891864216
"63849","Finland","Web","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2013,"Q4 2013",8592.64,98,0.46395985,8559.29579373466
"64019","France","Web","Golf Shop","Personal Accessories","Eyewear","Retro",2013,"Q4 2013",8771,140,0.4595964,8730.46171803764
"64225","France","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Ice",2013,"Q4 2013",8820.9,81,0.54370983,8649.08898179937
"64227","France","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Wave",2013,"Q4 2013",8223.32,86,0.56996444,8441.40324350315
"64269","France","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Ice",2013,"Q4 2013",8429.3,78,0.54019669,8548.62093230054
"64275","France","Web","Eyewear Store","Personal Accessories","Eyewear","Fairway",2013,"Q4 2013",8393.75,395,0.41552941,8379.02860356094
"64565","Germany","E-mail","Sports Store","Personal Accessories","Knives","Bear Edge",2013,"Q4 2013",8895.04,224,0.40745404,8836.77445438612
"64590","Germany","Web","Golf Shop","Personal Accessories","Watches","Sam",2013,"Q4 2013",8608.6,182,0.39957717,8509.85877149908
"64604","Germany","Web","Golf Shop","Personal Accessories","Binoculars","Ranger Vision",2013,"Q4 2013",8462.3,49,0.44628765,8323.45264919105
"64799","Germany","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Wave",2013,"Q4 2013",8701.42,91,0.56996444,8585.50276092012
"64858","Germany","Web","Eyewear Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q4 2013",8778.24,108,0.50787402,8698.61021499184
"64861","Germany","Web","Eyewear Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q4 2013",8612.28,94,0.42152368,8644.30411295585
"64956","Switzerland","Web","Golf Shop","Personal Accessories","Watches","Lux",2013,"Q4 2013",8261.6,46,0.4714922,8408.30740924964
"65205","Switzerland","Web","Eyewear Store","Personal Accessories","Watches","Kodiak",2013,"Q4 2013",8350.9,61,0.48020453,8516.24930470859
"65217","Switzerland","Web","Eyewear Store","Personal Accessories","Eyewear","Retro",2013,"Q4 2013",8771,140,0.45746209,8721.95134324047
"65221","Switzerland","Web","Eyewear Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q4 2013",8209.28,101,0.50787402,8496.87089060809
"65536","United Kingdom","Web","Outdoors Shop","Personal Accessories","Watches","Kodiak",2013,"Q4 2013",8761.6,64,0.48020453,8602.70901515877
"65597","United Kingdom","Web","Eyewear Store","Personal Accessories","Eyewear","Trendi",2013,"Q4 2013",8752.2,174,0.40675944,8784.52791762721
"65985","Belgium","Web","Eyewear Store","Personal Accessories","Binoculars","Seeker Mini",2013,"Q4 2013",8290.56,102,0.50787402,8525.69079409148
"65987","Belgium","Web","Eyewear Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q4 2013",8429.04,92,0.42152368,8586.66430598906
"66033","Belgium","Web","Sports Store","Personal Accessories","Watches","Kodiak",2013,"Q4 2013",8475.5,67,0.45312253,8581.18161490015
"66168","Austria","Web","Department Store","Personal Accessories","Navigation","Glacier Deluxe",2013,"Q4 2013",8612.28,94,0.42152368,8644.30411295585
"66224","Austria","Web","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2013,"Q4 2013",8448,256,0.52393939,8486.29488188998
"66241","Austria","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Sun",2013,"Q4 2013",8955.64,147,0.57076769,8774.07094286487
"66728","Italy","Web","Eyewear Store","Personal Accessories","Watches","Mountain Man Extreme",2013,"Q4 2013",8478,30,0.5888535,8636.21727911185
"66846","Spain","Web","Golf Shop","Personal Accessories","Watches","Mountain Man Deluxe",2013,"Q4 2013",8754.11,113,0.49657932,8656.51230571284
"66851","Spain","Web","Golf Shop","Personal Accessories","Watches","TX",2013,"Q4 2013",8898,44,0.45319398,8646.74515060052
"66861","Spain","Web","Golf Shop","Personal Accessories","Eyewear","Fairway",2013,"Q4 2013",8308.75,391,0.41223529,8250.61397370801
"66997","Spain","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2013,"Q4 2013",8528.72,248,0.5457982,8544.73677000669
"67264","United States","Web","Department Store","Camping Equipment","Lanterns","EverGlow Single",2014,"Q1 2014",8845,250,0.47032222,8589.38815536494
"67285","United States","Web","Department Store","Personal Accessories","Eyewear","Polar Wave",2014,"Q1 2014",8649.02,124,0.43616965,8999.09426838453
"67886","Canada","E-mail","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q1 2014",8389.8,30,0.58453122,8615.01230214331
"67935","Canada","Web","Golf Shop","Personal Accessories","Knives","Max Gizmo",2014,"Q1 2014",8302.8,204,0.53830756,8168.21987434384
"68562","Mexico","Web","Eyewear Store","Personal Accessories","Watches","Infinity",2014,"Q1 2014",8449.6,35,0.45066039,8557.2689517511
"68682","Brazil","Web","Golf Shop","Personal Accessories","Watches","Venue",2014,"Q1 2014",8906,122,0.42794521,8783.10665596131
"68685","Brazil","Web","Golf Shop","Personal Accessories","Watches","Sam",2014,"Q1 2014",8987,190,0.40007121,8738.41767792715
"68696","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Hawk Eye",2014,"Q1 2014",8336.25,195,0.40748538,8209.90526264375
"68697","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Retro",2014,"Q1 2014",8207.15,131,0.46193136,8476.42277303349
"68737","Brazil","Web","Department Store","Personal Accessories","Watches","Venue",2014,"Q1 2014",8979,123,0.42958904,8818.48118806137
"68740","Brazil","Web","Department Store","Personal Accessories","Watches","Sam",2014,"Q1 2014",8608.6,182,0.39704017,8495.77244267345
"68891","Brazil","Web","Outdoors Shop","Personal Accessories","Binoculars","Seeker Mini",2014,"Q1 2014",8940.8,110,0.50787402,8752.27975914984
"69416","Japan","Web","Sports Store","Personal Accessories","Watches","Mountain Man Combination",2014,"Q1 2014",8338.7,86,0.53589888,8571.76756512355
"69845","Singapore","Special","Outdoors Shop","Personal Accessories","Eyewear","Polar Sun",2014,"Q1 2014",8336.76,138,0.57458293,8318.33838052672
"69965","Korea","Web","Department Store","Personal Accessories","Eyewear","Polar Extreme",2014,"Q1 2014",8585.12,60,0.49330935,8597.28877377613
"70038","Korea","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sports",2014,"Q1 2014",8551.09,73,0.49734595,8582.68071140505
"70547","Australia","Web","Golf Shop","Personal Accessories","Watches","Kodiak",2014,"Q1 2014",8853,65,0.45638767,8532.59100582393
"70561","Australia","Web","Golf Shop","Personal Accessories","Eyewear","Retro",2014,"Q1 2014",8771,140,0.45737544,8717.63557112133
"70752","Australia","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2014,"Q1 2014",8597.5,250,0.5457982,8598.40631416469
"71199","Netherlands","Web","Sports Store","Personal Accessories","Watches","Sam",2014,"Q1 2014",8514,180,0.39577167,8433.07460269824
"71505","Sweden","Web","Sports Store","Personal Accessories","Watches","Kodiak",2014,"Q1 2014",8320.8,61,0.46194116,8439.45544843899
"71591","Denmark","Web","Golf Shop","Personal Accessories","Eyewear","Retro",2014,"Q1 2014",8332.45,133,0.45618516,8511.15010915046
"71934","Finland","Web","Outdoors Shop","Camping Equipment","Lanterns","Flicker Lantern",2014,"Q1 2014",8356.77,243,0.5457982,8396.66698978094
"72006","Finland","Web","Eyewear Store","Personal Accessories","Watches","Legend",2014,"Q1 2014",8916.6,33,0.44441155,8712.07708002363
"72020","Finland","Web","Eyewear Store","Personal Accessories","Eyewear","Hawk Eye",2014,"Q1 2014",8944,208,0.43534884,8695.66712216427
"72194","France","Web","Department Store","Personal Accessories","Watches","Mountain Man Combination",2014,"Q1 2014",8821.91,93,0.52561293,8732.49256185812
"72698","Germany","Telephone","Outdoors Shop","Personal Accessories","Watches","Zodiak",2014,"Q1 2014",8869.5,81,0.42721461,8737.50023458762
"72761","Germany","Web","Golf Shop","Personal Accessories","Watches","Venue",2014,"Q1 2014",8614,118,0.42794521,8667.82704202774
"72833","Germany","Web","Department Store","Personal Accessories","Watches","Lux",2014,"Q1 2014",8694.4,52,0.49060545,8653.46898310649
"72905","Germany","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Sports",2014,"Q1 2014",8297.25,69,0.51035343,8519.26728840281
"73045","Germany","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Wave",2014,"Q1 2014",8715.03,93,0.56119945,8604.2226726473
"73106","Germany","Web","Sports Store","Personal Accessories","Watches","Zodiak",2014,"Q1 2014",8260.5,73,0.42210762,8486.57732994184
"73280","Switzerland","Web","Department Store","Personal Accessories","Eyewear","Bella",2014,"Q1 2014",8910,132,0.46243098,8877.04975272339
"73609","United Kingdom","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sports",2014,"Q1 2014",8754.7,73,0.50903629,8629.2949215743
"73666","United Kingdom","Web","Department Store","Camping Equipment","Lanterns","Firefly 2",2014,"Q1 2014",8977.36,328,0.39093898,8986.05830407377
"73828","United Kingdom","Web","Outdoors Shop","Personal Accessories","Watches","Kodiak",2014,"Q1 2014",8339.7,61,0.4733048,8484.76697087954
"73879","United Kingdom","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Wave",2014,"Q1 2014",8758.82,94,0.55869855,8623.07045571227
"74007","United Kingdom","Sales visit","Warehouse Store","Personal Accessories","Eyewear","Polar Sports",2014,"Q1 2014",8865.29,74,0.50851918,8619.53013733521
"74139","Belgium","Web","Department Store","Personal Accessories","Watches","Mountain Man Combination",2014,"Q1 2014",8232.84,84,0.54086318,8533.9224710174
"74319","Belgium","Web","Eyewear Store","Personal Accessories","Eyewear","Retro",2014,"Q1 2014",8583.05,137,0.45979226,8640.81271942986
"74354","Belgium","Web","Sports Store","Camping Equipment","Lanterns","Flicker Lantern",2014,"Q1 2014",8530.12,248,0.54587274,8541.06372894047
"74477","Austria","Web","Department Store","Personal Accessories","Watches","Mountain Man Digital",2014,"Q1 2014",8597.72,209,0.5138246,8523.99432178012
"74540","Austria","Web","Warehouse Store","Personal Accessories","Eyewear","Polar Ice",2014,"Q1 2014",8355.6,86,0.48856575,8569.33603155211
"74909","Italy","Web","Department Store","Personal Accessories","Watches","Zodiak",2014,"Q1 2014",8432.3,74,0.42097411,8510.87746125703
"74914","Italy","Web","Department Store","Personal Accessories","Eyewear","Bella",2014,"Q1 2014",8775,130,0.46632821,8834.94981014874
"75056","Italy","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Ice",2014,"Q1 2014",8272,94,0.43534091,8587.66585651186
"75528","Spain","Sales visit","Outdoors Shop","Mountaineering Equipment","Safety","Granite Signal Mirror",2014,"Q1 2014",8415,255,0.52393939,8416.981958856
"75907","United States","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2014,"Q2 2014",8969.31,63,0.4907635,8682.60665066265
"76178","Canada","Telephone","Warehouse Store","Personal Accessories","Binoculars","Seeker Mini",2014,"Q2 2014",8615.68,106,0.50787402,8646.00966627184
"76215","Canada","Telephone","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2014,"Q2 2014",8592.64,98,0.46395985,8564.33505198145
"76282","Canada","E-mail","Outdoors Shop","Personal Accessories","Knives","Bear Survival Edge",2014,"Q2 2014",8943.36,102,0.46395985,8679.61466591502
"76838","Mexico","Web","Equipment Rental Store","Mountaineering Equipment","Safety","Granite Signal Mirror",2014,"Q2 2014",8415,255,0.52393939,8462.51423665337
"77057","Brazil","Web","Golf Shop","Personal Accessories","Eyewear","Inferno",2014,"Q2 2014",8272.7,114,0.43848079,8174.21272907112
"77098","Brazil","Web","Department Store","Personal Accessories","Watches","Lux",2014,"Q2 2014",8694.4,52,0.4937799,8675.13634640375
"77424","Japan","Web","Golf Shop","Personal Accessories","Knives","Bear Survival Edge",2014,"Q2 2014",8680.32,99,0.46395985,8593.15495546484
"77484","Japan","Web","Department Store","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q2 2014",8669.46,31,0.58453122,8652.84172668228
"78717","China","Web","Eyewear Store","Personal Accessories","Watches","TX",2014,"Q2 2014",8536,44,0.46949391,8716.7789567188
"78923","Australia","Web","Department Store","Personal Accessories","Watches","Mountain Man Combination",2014,"Q2 2014",8740.55,91,0.53149401,8707.31256902154
"78926","Australia","Web","Department Store","Personal Accessories","Watches","Lux",2014,"Q2 2014",8261.6,46,0.47171492,8414.2347440527
"79018","Australia","Web","Equipment Rental Store","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q2 2014",8669.46,31,0.58453122,8652.84172668228
"79020","Australia","Web","Equipment Rental Store","Personal Accessories","Eyewear","Polar Sports",2014,"Q2 2014",8361.11,71,0.50000897,8544.66898525898
"79407","Netherlands","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Wave",2014,"Q2 2014",8605.8,90,0.56996444,8561.72211568351
"79455","Netherlands","Web","Sports Store","Personal Accessories","Watches","Mountain Man Combination",2014,"Q2 2014",8644.5,90,0.53149401,8678.49266553815
"79457","Netherlands","Web","Sports Store","Personal Accessories","Watches","Venue",2014,"Q2 2014",8249,113,0.43424658,8557.86320842416
"79688","Sweden","Web","Outdoors Shop","Personal Accessories","Watches","Zodiak",2014,"Q2 2014",8964.7,80,0.42395841,8704.70603892997
"79776","Sweden","Web","Sports Store","Personal Accessories","Knives","Bear Survival Edge",2014,"Q2 2014",8329.6,95,0.46395985,8477.87534153127
"79864","Denmark","Web","Department Store","Personal Accessories","Watches","Lux",2014,"Q2 2014",8861.6,53,0.49361741,8703.30833519772
"79881","Denmark","Web","Department Store","Personal Accessories","Binoculars","Seeker Mini",2014,"Q2 2014",8371.84,103,0.50787402,8559.54995582166
"79882","Denmark","Web","Department Store","Personal Accessories","Binoculars","Ranger Vision",2014,"Q2 2014",8450,50,0.53305207,8703.27736103293
"80177","Finland","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Combination",2014,"Q2 2014",8740.55,91,0.53149401,8707.31256902154
"80207","Finland","Web","Outdoors Shop","Personal Accessories","Binoculars","Ranger Vision",2014,"Q2 2014",8395,50,0.53609291,8715.40244506394
"80242","Finland","Web","Eyewear Store","Personal Accessories","Knives","Max Gizmo",2014,"Q2 2014",8315.3,205,0.56697654,8320.36435379635
"80343","France","Telephone","Outdoors Shop","Personal Accessories","Eyewear","Retro",2014,"Q2 2014",8896.3,142,0.46448524,8812.6346059496
"80346","France","Web","Golf Shop","Personal Accessories","Watches","Lux",2014,"Q2 2014",8404,47,0.47294622,8447.96434879213
"80413","France","Web","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2014,"Q2 2014",8375.68,107,0.5017718,8509.33670374951
"80707","France","Web","Sports Store","Personal Accessories","Eyewear","Polar Ice",2014,"Q2 2014",8917.56,95,0.47064556,8766.26949078738
"80940","Germany","Web","Golf Shop","Personal Accessories","Eyewear","Retro",2014,"Q2 2014",8833.65,141,0.46465844,8784.50532234563
"81039","Germany","Web","Direct Marketing","Personal Accessories","Eyewear","Polar Sports",2014,"Q2 2014",8607.59,72,0.50748584,8603.30225512762
"81281","Germany","Web","Sports Store","Personal Accessories","Eyewear","Polar Sports",2014,"Q2 2014",8748.78,74,0.50197399,8638.96404141055
"81336","Germany","Sales visit","Outdoors Shop","Camping Equipment","Lanterns","Firefly Extreme",2014,"Q2 2014",8391.7,155,0.44052457,8304.26400147374
"81363","Switzerland","Web","Golf Shop","Personal Accessories","Watches","Lux",2014,"Q2 2014",8261.6,46,0.47171492,8414.2347440527
"81367","Switzerland","Web","Golf Shop","Personal Accessories","Watches","Zodiak",2014,"Q2 2014",8760,80,0.42657534,8715.14081884383
"81443","Switzerland","Web","Department Store","Personal Accessories","Watches","Zodiak",2014,"Q2 2014",8869.5,81,0.42648402,8743.59659179957
"81781","United Kingdom","E-mail","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q2 2014",8949.12,32,0.58453122,8681.66163016567
"81858","United Kingdom","Web","Department Store","Personal Accessories","Watches","Mountain Man Digital",2014,"Q2 2014",8971.6,220,0.50956351,8833.0320567763
"81927","United Kingdom","Web","Warehouse Store","Camping Equipment","Lanterns","Firefly 2",2014,"Q2 2014",8703.66,318,0.39093898,8706.8687902954
"82781","Austria","Web","Outdoors Shop","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q2 2014",8949.12,32,0.58453122,8681.66163016567
"83041","Italy","Web","Department Store","Camping Equipment","Lanterns","Flicker Lantern",2014,"Q2 2014",8253.6,240,0.5457982,8319.21680038633
"83225","Italy","Web","Eyewear Store","Personal Accessories","Watches","TX",2014,"Q2 2014",8386,42,0.45626043,8606.37180355074
"83231","Italy","Web","Eyewear Store","Personal Accessories","Eyewear","Polar Extreme",2014,"Q2 2014",8295.94,58,0.49312555,8547.92560141088
"83370","Spain","Web","Golf Shop","Personal Accessories","Eyewear","Hawk Eye",2014,"Q2 2014",8917.75,208,0.4240453,8659.60476428249
"83422","Spain","Web","Department Store","Personal Accessories","Watches","Mountain Man Combination",2014,"Q2 2014",8740.55,91,0.53149401,8707.31256902154
"83430","Spain","Web","Department Store","Personal Accessories","Eyewear","Polar Ice",2014,"Q2 2014",8355.6,90,0.46477811,8598.77402873086
"83683","United States","Web","Golf Shop","Personal Accessories","Eyewear","Polar Sun",2014,"Q3 2014",8930,152,0.56255319,8935.20812632253
"83845","United States","Web","Outdoors Shop","Personal Accessories","Eyewear","Polar Ice",2014,"Q3 2014",8276.4,84,0.49567928,8593.82333490434
"83876","United States","Web","Eyewear Store","Personal Accessories","Watches","Lux",2014,"Q3 2014",8360,50,0.4958134,8670.35795256814
"83944","United States","Web","Sports Store","Personal Accessories","Watches","Mountain Man Deluxe",2014,"Q3 2014",8676.64,112,0.49657932,8677.48466988441
"84002","United States","Sales visit","Department Store","Personal Accessories","Watches","Mountain Man Deluxe",2014,"Q3 2014",8599.17,111,0.49657932,8612.14200965921
"84296","Canada","Web","Eyewear Store","Personal Accessories","Watches","Mountain Man Extreme",2014,"Q3 2014",8478,30,0.5888535,8686.00954676681
"84317","Canada","Web","Eyewear Store","Personal Accessories","Eyewear","Hawk Eye",2014,"Q3 2014",8806.5,206,0.41614035,8615.19766871053
